BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","rucquoi2019a1","Rucquoi, Adeline","The Way of Saint James: A sacred space?","International Journal of Religious Tourism and Pilgrimage",7,5,"","41–47",2019,"","","https://arrow.dit.ie/ijrtp/vol7/iss5/6","","","","","","","","","","","","","","","article","",""
1,"","rucquoi2019a4","Rucquoi, Adeline","Valladolid y el conde Ansúrez, Ego comes Petrus. Pedro Ansúrez, caballero leal 1118-2018, Catalogue de l’exposition (27 nov. 2018 - 30 mai 2019","",,,"","29–34",2019,"Valladolid","","","","","","","","Archivo Municipal de Valladolid","","","","","","","","","autre","",""
7,"","rucquoi2017a","Rucquoi, Adeline & Pazos, Antón M.","La Renovación de las peregrinaciones a Santiago de Compostela en el siglo XIX : entre tradición y modernidad, Santiago de Compostela, Monografías de Cuadernos de Estudios Gallegos 16, 2017, 216 p.","Monografías de Cuadernos de Estudios Gallegos",114,3-4,"","25",2019,"Santiago de Compostela","","","","","","","","","","","","","","","","","compterendu","",""
7,"","schmitt2019a4","Schmitt, Jean-Claude","A qui parlent les morts ?","L’Homme",230,,"","33–40",2019,"","","","","","","","","","","","","","","","","","article","",""
5,"","schmitt2019b","Schmitt, Jean-Claude","Cyprien Vignes (1824-1908)","",2,,"","149–152",2019,"","","","Vialas, de la Cévenne au Mont-Lozère, Le Filon des Anciens","","","","Dumas Vialas, Marie-Lucy","","","","","","","","","","chap","",""
7,"","schmitt2019b2","Schmitt, Jean-Claude","De la Chine ancienne aux Cévennes : la mythologie du ver à soie","Du Trenze au Luech",164,07,"","15–17",2019,"","","","","","","","","","","","","","","","","","article","",""
5,"","schmitt2019d","Schmitt, Jean-Claude","Les deux corps de la Vierge. Réflexions sur les formes matérielles d’une médiation religieuse lors du Cirio de Nazaré à Bélem, le 13 octobre 2013","",,,"","53–64",2019,"Berlin et Boston","","","Materielle Mediationen im französisch-deutschen Dialog","","","","Borso, Vittoria & Hülsen-Esch, Andrea","De Gruyter","","","","","","","","","chap","",""
5,"","schmitt2019e","Schmitt, Jean-Claude","L’obsession du calendrier","",,,"","171–173",2019,"Paris","","","Patrimoine légendaire et culture populaire : le gai savoir de Claude Gaignebet","","","","Clier-Colombani, Françoise & Genevois, Martine","L’Harmattan","","","","","","","","","chap","",""
5,"","schmitt2019c","Schmitt, Jean-Claude","Materialität und Individualisierung im späten Mittelalter","",,,"","15–51",2019,"Berlin et Boston","","","Materielle Mediationen im französisch-deutschen Dialog","","","","Borso, Vittoria & Hülsen-Esch, Andrea","Walter De Gruyter","","","","","","","","","chap","",""
5,"","schmitt2019a5","Schmitt, Jean-Claude","Otto Gerhard Oexle (1939-2016)","",,,"","31–38",2019,"Turnhout","","","Memoria – Erinnerungskultur – Historismus. Zum Gedenken an Otto Gerhard Oexle (28. August 1939 – 16. Mai 2016)","","","","Schlip, Thomas & Horch, Carline","Brepols","","","","","","","","","chap","",""
1,"","schmitt2019a1","Schmitt, Jean-Claude","Penser par figure Du compas divin aux diagrammes magiques","",,,"","",2019,"Paris","","","","","","","","Arkhé","","","","","","","","","monographie","",""
7,"","schmitt2019a6","Schmitt, Jean-Claude","Pour la reconstruction, évitons le pastiche du pastiche","Le Monde",,,"4","27",2019,"","","","","","","","","","","","","","","","","","vulgarisation","",""
5,"","schmitt2019b1","Schmitt, Jean-Claude","Prefazione","",,,"","11–13",2019,"Padova","","","Miti e culti della seta. Dalla Cina all’ Europa","","","","Zanier, Claudio","Cleup","","","","","","","","","prefpostface","",""
5,"","schmitt2017a2","Schmitt, Jean-Claude","Preface","",,,"","9–13",2017,"Turnhout","","","Art Moves. The Material Culture of Processions in Renaissance Perugia","","","","Rihouet, Pascale","Brepols, Harvey Miller Publishers","","","","","","","","","prefpostface","",""
5,"","schmitt2019a3","Schmitt, Jean-Claude & Schmitt Pantel, Pauline","Préface","",2,,"","7–10",2019,"Vialas","","","Vialas, de la Cévenne au Mont-Lozère","","","","Dumas, Marie-Lucy","Le Filon des Anciens","","","","","","","","","prefpostface","",""
5,"","scioldo-zuercher2019a2","Scioldo-Zürcher, Yann","Retours et rapatriements. Pour une étude des politiques d’insertion des migrants nationaux","",,,"","233–252",2019,"Tours","","","Étudier les migrations internationales","","","","Scioldo-Zürcher, Yann; Hily, Marie-Antoinette & Ma-Mung, Emmanuel","Presses universitaires François Rabelais","","","","","","","","","chap","",""
5,"","stanziani2019a2","Stanziani, Alessandro","Labour regime and Labour Mobility from the Seventeenth to the Twentieth Century","",,,"","175–195",2019,"London","","","Global Economic History","","","","Roy, Tirthankar & Riello, Giorgio","Bloomsbury","","","","","","","","","chap","",""
5,"","stanziani2019c","Stanziani, Alessandro","Russia Economic History in Global Perspective","",,,"","115–137",2019,"London","","","The Perspective of Global History","","","","Middell, Matthias","Bloomsbury","","","","","","","","","chap","",""
5,"","stanziani2019b","Stanziani, Alessandro","Utilitarianism and the Question of Free Labour in Russia and India, Eighteenth-Nineteenth Centuries","",,,"","51–63",2019,"London","","","Empire and the Social Sciences. Global Histories of Knowledge","","","","Adelman, Jeremy","Bloomsbury","","","","","","","","","chap","",""
7,"","stanziani2018a","Stanziani, Alessandro","Languages, Sources and Historical Writing","Ab Imperio",4,,"","75–88",2018,"","","","","","","","","","","","","","","","","","article","",""
7,"","stanziani2019a1","Stanziani, Alessandro & Muivah, Yaruipam","Forced Labour at the Frontier of Empires: Manipur and the French Congo","Comparatif",29,3,"","41–64",2019,"","","","","","","","","","","","","","","","","","article","",""
5,"","steinberg-a","Steinberg, Sylvie","Les identités sexuées en questions (époque moderne)","",,,"","301–322",,"Rome","","","Vingt-cinq ans après. Les femmes au rendez-vous de l’histoire","","","","Asquer, Enrica; Bellavitis, Anna; Calvi, Giulia; Chabot, Isabelle; La Rocca, Maria Cristina & Martini, Manuela","École française de Rome, 2019","","","","","","","","","chap","",""
5,"","steinberg2019a2","Steinberg, Sylvie","Le pouvoir féodal au féminin. Une évaluation à partir des rôles de ban et arrière-ban (France, XVIe-XVIIe siècle)","",,,"","241–257",2019,"Milan","","","Nel Solco di Teodora. Pratiche, modelli e rappresentazioni del potere femminile dall’antico al contemporaneo","","","","Guerrini, Maria Teresa; Lagioia, Vincenzo & Negruzzon, Simona","FrancoAngeli","","","","","","","","","chap","",""
7,"","steinberg2019a1","Steinberg, Sylvie","Les découpages temporels à l’épreuve de l’histoire des femmes","Tracés",36,,"","183–190",2019,"","Article introductif à la traduction de l’article de Joan Kelly, « Les femmes ont-elles connu une Renaissance ? »","","","","","","","","","","","","","","","","article","",""
7,"","stella2019b","Stella, Alessandro","Le peyotl, la chair des dieux","Ethnopharmacologia",61,06,"","18–22",2019,"","","","","","","","","","","","","","","","","","article","",""
1,"","stella2019a1","Stella, Alessandro","L'Herbe du diable ou la chair des dieux ?","",,,"","",2019,"Paris","","","","","","","","éditions Divergences","","","","","","","","","monographie","",""
7,"","stella2019a3","Stella, Alessandro","L'Italie, de la révolution à la réaction ?","Tumultes",53,10,"","73–83",2019,"","","","","","","","","","","","","","","","","","article","",""
7,"","tatoueix2019a1","Tatoueix, Laura","Les enjeux spirituels de l’avortement, de la doctrine à la pratique : l’exemple de l’Abrégé de l’embryologie sacrée de F. E. Cangiamila traduit par l’abbé Dinouart (1762)","Chrétiens et Sociétés (XVIe-XXIe siècles)",26,,"","39–54",2019,"","","","","","","","","","","","","","","","","","article","",""
7,"","tatoueix2019a2","Tatoueix, Laura","Raconter la douleur. La souffrance en Europe (XVIIe-XVIIIe siècles) sous la dir. de Marilina Gianico","Bulletin canadien d’histoire de la médecine",36,1,"","236–237",2019,"Toronto","","","","","","","","University of Toronto Press","","","","","","","","","compterendu","",""
5,"","vincent2019a","Vincent, Bernard","Conclusions","",,,"","319–329",2019,"Madrid","","","La inmaculada Concepción y la Monarquía Hispánica","","","","Sabatini, Gaetano & Ruiz Ibañez, José Javier","Fondo de Cultura Económica","","","","","","","","","chap","",""
5,"","vincent2019d","Vincent, Bernard","Entre Cisneros y Talevera, las actuales polémicas sobre los moriscos","",,,"","168–173",2019,"","","","Jiménez de Cisneros : sus ideas y obras. Las minorías en España y en América (siglos XV-XVIII)","","","","Cortijo Ocaña, Antonio & Amran, Rica","","","","","","","","","","chap","",""
5,"","vincent2019b","Vincent, Bernard","La guerra de las Alpujarras","",,,"","122–137",2019,"Almeria","","","Historia de Almeria, tomo III, Edad Moderna, Crisis, frontera y recuperación","","","","Díaz López, Julián Pablo; Gómez, Pedro Martínez; López, Bienvenido Marco; García, Alfonso Ruiz & Ramos, Valeriano Sánchez","Instituto de Estudios Almerienses","","","","","","","","","chap","",""
7,"","vincent2019b2","Vincent, Bernard","Les morisques et la sédentarité","Hispanismes",12,,"","137–146",2019,"","","","","","","","","","","","","","","","","","article","",""
5,"","vincent2019c","Vincent, Bernard","Los Moriscos de Granada y la gracia del rey","",,,"","85–122",2019,"Madrid","","","La Monarquía hispánica y las minorías, élites, poder e instituciones","","","","López-Salazar, Ana Isabel & Moreno Díaz Campo, Francisco J.","Silex","","","","","","","","","chap","",""
7,"","vincent2019a2","Vincent, Bernard","Tirso González de Santalla, un jesuita misionero (1664-1686)","eHumanista Conversos",7,,"","192–203",2019,"","","","","","","","","","","","","","","","","","article","",""
5,"","vincent2019a1","Vincent, Bernard","","",,,"","",2019,"","2e édition","","Rebelión de sangre. Tragedia y muerte de Aben Humeya","","","","Ruzafa, Justo Pageo","Almuzara, Cordoue","","","","","","","","","prefpostface","",""
5,"","vincent2019b1","Vincent, Bernard","","",,,"","",2019,"Paris","Préface","","Le charme du Maure, enquête sur le Tractado del origen de los reyes de Granada","","","","Alchalabi, Frédéric","Spania Books","","","","","","","","","prefpostface","",""
7,"","vincent2017a","Vincent, Bernard","La población de la diócesis de Guadix en el siglo XVI. Estructura y evolución","Boletín del Centro de Estudios Pedro Suárez",XXX,30,"","329–342",2017,"","Paru en 2019","","","","","","","","","","","","","","","","article","",""
7,"","wilmart2019a","Wilmart, Mickaël","Compte rendu. Catherine Verna, L’Industrie au village. Essai de micro-histoire (Arles-sur-Tech, XIVe et XVe siècles), Paris, Les Belles Lettres, 2017","Histoire et sociétés rurales",52,2,"","220–222",2019,"","","","","","","","","","","","","","","","","","compterendu","",""
7,"","wilmart-a","Wilmart, Mickaël","Compte rendu. Guilhem Ferrand, Judicaël Petrowiste (dir.), Le nécessaire et le superflu. Le paysan consommateur. Actes des 36e Journées internationales d’histoire de l’abbaye de Flaran, 17 et 18 octobre 2014, Toulouse, Presses universitaires du Midi, 2019","Francia-Recensio",4,,"","",2019,"","","https://journals.ub.uni-heidelberg.de/index.php/frrec/article/view/68307/62010","","","","","","","","","","","","","","","compterendu","",""
7,"","wilmart2019c","Wilmart, Mickaël","Compte rendu. Oliver Jens Schmitt, Korčula sous la domination de Venise au XVe siècle. Pouvoir, économie et vie quotidienne dans une île dalmate au Moyen Âge tardif »","Lectures",,,"","",2019,"","","http://journals.openedition.org/lectures/37130","","","","","","","","","","","","","","","compterendu","",""
7,"","wilmart2019b","Wilmart, Mickaël","Compte rendu. Serge Brunet, Les églises de la Terre. Les communautés paysannes du Val d’Aran et des Pyrénées centrales, XIIIe-XVIIe siècle, Toulouse, Privat, 2018","Archives de sciences sociales des religions",188,,"","285–286",2019,"","","","","","","","","","","","","","","","","","compterendu","",""
1,"","zuniga2019a1","Zuniga, Jean-Paul","Casta, raza, lazo social","",,,"","",2019,"Granada","Colección Historia,","","","","","","","Editorial de la Universidad de Granada","","","","","","","","","monographie","",""
7,"","zuniga2019a2","Zuniga, Jean-Paul","Généalogie, parenté et histoire sociale. Composition et re-compositions des familles en milieu colonial, Santiago du Chili (mi-XVIe-fin XVIIe siècles)","L’Atelier du Centre de recherches historiques",19,bis,"","107–139",2019,"","","","","","","","Haddad, Elie","","","","","","","","","","article","",""
10,"","florian-a","","Ars dictaminis. Handbuch der mittelalterlichen Briefstillehre","",65,,"","",,"Stuttgart","","","","","","","Hartmann, Florian & Grévin, Benoît","Anton Hiersemann Verlag","","","","","","","","","dirouvrage","",""
1,"","ribard2019a1","","1969 : Michel Foucault et la question de l’auteur. « Qu’est-ce qu’un auteur ? » Texte, présentation et commentaire","",,,"","",2019,"Paris","","","","","","","Ribard, Dinah","Honoré Champion","","","","","","","","","editions","",""
10,"","amiel2019a","","Appropriations monothéistes de figures « païennes »","Paris",,,"","",2019,"","","","","","","","Amiel, Charles; Macris, Constantinos & Kerchove, Joëlle Soler","Armand Colin","","","","","","","","","dirouvrage","",""
10,"","philippe2019a","","Arcana Imperii. Gouverner par le secret à l’époque moderne (Espagne, France, Italie)","",,,"","",2019,"Paris","","","","","","","Castejón, Philippe & Malaprade, Sébastien","les Indes Savantes","","","","","","","","","dirouvrage","",""
1,"","julia2019a1","","Bernard de Bonnard, Journal de l’éducation des princes d’Orléans (décembre 1777-janvier 1782)","",42,,"","692",2019,"Paris","Édition critique","","","","","Correspondances et mémoires","Julia, Dominique","Classiques Garnier","","","","","","","","","editions","",""
10,"","fabrice2019a","","Bulletin de correspondance hellénique moderne et contemporain","",I,,"","",2019,"","","https://journals.openedition.org/bchmc/276","","","","","Boudjaaba, Fabrice; Bournova, Eugenia; Gasperoni, Michaël & Gourdon, Vincent","Ecole française d'Athènes/Open edition Web","","","","","","","","","dirrevue","",""
10,"","goldberg2019a1","","Comment s’écrit l’histoire juive","",,,"","",2019,"Paris","","","","","","","Goldberg, Sylvie Anne","Albin-Michel","","","","","","","","","dirouvrage","",""
10,"","matthias2019a","","Comparatif","",29,3,"","",2019,"","","","","","","","Middell, Matthias & Stanziani, Alessandro","","","","","","","","","","dirrevue","",""
10,"","schmitt2019a2","","Daniel Fabre, L’Invisible initiation. Edition établie et présentée avec la collaboration de Alessio Catalini et Anna Iuso","",,,"","7–22",2019,"Paris","","","","","","","Schmitt, Jean-Claude","EHESS","","","","","","","","","dirouvrage","",""
10,"","scioldo-zuercher2019a1","","Étudier les migrations internationales","",,,"","",2019,"Tours","","","","","","","Scioldo-Zürcher, Yann; Hily, Marie-Antoinette & Ma-Mung, Emmanuel","Presses universitaires François Rabelais","","","","","","","","","dirouvrage","",""
10,"","monnet2019b1","","Europa. Die Gegenwart unserer Geschichte (dir. par Etienne François et Thomas Serrier). Band II : Vielfalt und Widersprüche","",,,"","",2019,"Darmstadt","","","","","","","Monnet, Pierre & Rader, Olaf","Theiss et Wissenschaftliche Buchgesellschaft","","","","","","","","","dirouvrage","",""
1,"","baruch2019a1","","Georges Bernanos, Lettre aux Anglais","",,,"","",2019,"Paris","","","","","","","Baruch, Marc Olivier","Sillage","","","","","","","","","editions","",""
1,"","brandi2019a","","Georges Duby, Œuvres","",,,"","",2019,"Paris","","","","","","Bibliothèque de la Pléiade","Brandi, Felipe","Gallimard","","","","","","","","","editions","",""
10,"","luna2019a1","","Haciendas en el Mundo Andino, Siglos XVI-XX","",,,"","",2019,"Lima","Avec le soutien du Centre de recherches historiques CRH (CNRS-EHESS UMR 8558)","","","","","","Luna, Pablo F. & Quiroz, Francisco Ch.","Institut français d’études andines (Umifre 17) / Fondation M. J. Bustamante de la Fuente","","","","","","","","","dirouvrage","",""
7,"","claire2019a2","","Ibos Caroline "The ethics and politics of le care. A cartography of the analytical category"","Clio. Women, Gender, History",49,2,"","",2019,"Paris","Traduction du français","","","","","","","PUF-Belin","","","","","","","","","autre","",""
10,"","mitsou2019a1","","Kondyloforos","",17,,"","",2019,"","","https://www.cup.gr/book/kondyloforos-tomos-17-2019/","","","","","Mitsou, Marilisa; Deligiannaki, Natalia; Karaoglou, Ch. L.; Haas, Diana; Lavagnini, Renata; Mackridge, Peter; Politis, Alexis & Vagenas, Nasos","","","","","","","","","","dirrevue","",""
10,"","haddad2019a1","","L'Atelier du CRH","",19,bis,"","",2019,"","numéro spécial","","","","","","Haddad, Élie","","","","","","","","","","dirrevue","",""
10,"","larissa2019a","","Le Mouvement Social","",268,,"7","",2019,"Paris","","","","","","","Zakharova, Larissa & Fridenson, Patrick","La Découverte","","","","","","","","","dirrevue","",""
10,"","claire2019a1","","Le Pouvoir des listes au Moyen Âge","",,,"","",2019,"Paris","","","","","","","Angotti, Claire; Debiais, Vincent; Chastang, Pierre & Kendrick, Laura","","","","","","","","","","dirouvrage","",""
10,"","iacub2019a2","","Les Architectures du bonheur de Charles Fourier aux Grands Voisins","",,,"","",2019,"Paris","","","","","","","Iacub, Marcela","Éditions Descartes \& Cie et Cent Mille Millards","","","","","","","","","dirouvrage","",""
10,"","fridenson2019a2","","Les Cahiers du CHATEFP","",,23,"12","",2019,"Paris","","","","","","","Fridenson, Patrick; Machu, Laure & Pélisse, Jérôme","Comité d’histoire des administrations chargées du travail, de l’emploi et de la formation professionnelle","","","","","","","","","dirrevue","",""
10,"","laure2019a","","Les Crises de la dette publique XVIIIe-XXIe siècle","",,,"","",2019,"Paris","avec introduction","","","","","","Quennouëlle-Corre, Laure & Béaur, Gérard","IGPDE","","","","","","","","","dirouvrage","",""
10,"","graber2019a1","","Les Mesures de l’eau","",,,"","",2019,"Paris","","","","","","Histoire et Mesure","Graber, Frédéric","Éditions sociales","","","","","","","","","dirouvrage","",""
10,"","lyon-caen2019a2","","Les Polonais et la Shoah. Une nouvelle école historique","",,,"","",2019,"Paris","","","","","","","Lyon-Caen, Judith; Kichelewski, Audrey; Szurek, Jean-Charles & Wieviorka, Annette","Editions du CNRS","","","","","","","","","dirouvrage","",""
10,"","monnet2019a1","","Les Usages de la temporalité dans les sciences sociales/Vom Umgang mit Temporalität in den Geistes-und Sozialwissenschaften","",,,"","",2019,"Bochum","","","","","","","Monnet, Pierre; Maissen, Thomas & Mittler, Barbara","Winkler","","","","","","","","","dirouvrage","",""
10,"","stella2019a2","","Living with Drugs","",,,"","",2019,"London","","","","","","","Stella, Alessandro & Coppel, Anne","ISTE","","","","","","","","","dirouvrage","",""
10,"","maria-christina2019a","","L’Atelier du Centre de recherches historiques","",21,,"","",2019,"","","","","","","","Chatziioannou, Maria-Christina & Mitsou, Marilisa","","","","","","","","","","dirrevue","",""
10,"","herment2019a1","","L’Histoire rurale de l’Europe, XVIe-XXe siècle","",,,"","",2019,"Paris","","","","","","En temps \& lieux","Herment, Laurent","Éditions EHESS","","","","","","","","","dirouvrage","",""
10,"","ass2019a1","","Mémorial des Judéo-Espagnols déportés de France","",,,"","",2019,"Paris","","","","","","","Asséo, Henriette; Bellaïche-Cohen, Annie; Flicoteaux, Muriel; Guttstadt, Corry; Rothéa, Xavier; Soulam, Sabi & Toledo, Alain","Muestros Dezaparesidos","","","","","","","","","dirouvrage","",""
10,"","myriam2019a","","Rabutinages","",,,"","",2019,"","","","","","","","Tsimbidy, Myriam & Blanquie, Christophe","","","","","","","","","","dirrevue","",""
10,"","charles2019a","","Revue de l’histoire des religions","",,,"","",2019,"Paris","","","","","","","Amiel, Charles; Gabriel, Frédéric; Iogna-Prat, Dominique & Rauwel, Alain","Armand Colin","","","","","","","","","dirrevue","",""
10,"","joly2019a2","","Revue Guerres mondiales et conflits contemporains","",274,,"","3–127",2019,"","coordination du dossier","","","","","","Joly, Laurent","","","","","","","","","","dirrevue","",""
1,"","blanquie2019b","","Roger de Bussy-Rabutin et Marie Madeleine de Scudéry, Correspondance","",,,"","375",2019,"Paris","","","","","","","Blanquie, Christophe","Classiques Garnier","","","","","","","","","editions","",""
10,"","genevi2019a","","Sous le Soleil. Systèmes et transitions énergétiques du Moyen Âge à nos jours","",,,"","",2019,"Paris","","","","","","","Massard-Guilbaud, Geneviève & Mathis, Charles-François","Editions de la Sorbonne","","","","","","","","","dirouvrage","",""
10,"","baumgarten2019a1","","Spinoza : Philosophe grammairien","",,,"","",2019,"Paris","","","","","","","Baumgarten, Jean; Rosier-Catach, Irène & Totaro, Pina","CNRS Editions","","","","","","","","","dirouvrage","",""
10,"","niccolo2019a","","Stocks, seasons and sales. Food supply, storage and markets in Europe and the New World, c. 1600-2000","",17,,"","",2019,"Turnout","","","","","","CORN","Mignemi, Niccolo & Herment, Laurent","Brepols","","","","","","","","","dirouvrage","",""
10,"","eric2019a","","Voiler et dévoiler. Le rideau dans l’art et la liturgie antique et médiévale","",,,"","",2019,"Paris","","","","","","","Palazzo, Eric & Debiais, Vincent","Geuthner","","","","","","","","","dirouvrage","",""
10,"","roberto2018a","","Patrimoine industriel","",2,73,"","",2018,"","","","","","","","Di Cosmo, Roberto; Hachez-Leroy, Florence & Paradinas, Pierre","","","","","","","","","","dirrevue","",""
10,"","labb2018a1","","Revue d’Histoire de la Protection Sociale","",,,"","",2018,"","","","","","","","Labbé, Morgane","","","","","","","","","","dirrevue","",""
