Identifiant 0,Sexe 1,Nom1 2,Nom2 3,Prénom 4,Statut 5,Signature 6,co-auteurs CRH 7,co-auteurs extérieurs 8,Objet 9,Titre 10,Revue 11,Direction 12,livre collectif 13,ouvrage préfacé 14,Dédicataire 15,Dictionnaire 16,Date 17,Lieu 18,Éditeur 19,Collection 20,Série 21,Organisme 22,Langue 23,nombre de pages 24
4730,m,VINCENT,,Bernard,Directeur d'études EHESS,1,,,contribution dans des Mélanges,Les esclaves d'Almeria (1570),,,"Pouvoirs et société dans l'Espagne moderne, hommage à Bartolomé Bennassar",,Bartalomé Bennassar,,1993,,,,,,français,11
4731,f,VOULOIR,,Marie-Christine,Ingénieur d'études EHESS,1,,,contribution dans un livre collectif,Immigration et mariages mixtes,,J. Dupâquier et D. Kessler,La société française au XIXe siècle,,,,1992,,,,,,français,22
4732,f,OZOUF,,Mona,Directeur de recherche CNRS,1,,,contribution dans un livre collectif,The Terror after the Terror : an immediate history,,?,"The French Revolution and the creation of Modern Political Culture,",,,,1994,Oxford,Pergamon Press,,,,anglais,16
4733,f,MOURADIAN,,Claire,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,L'Arménie soviétique,,J.P.Mazhé et R.H.Kevorkian,Arménie 3000 ans d'Histoire,,,,1988,Marseille/Venise,,,,,français,8
4734,m,ANDREAU,,Jean,Directeur d'études EHESS,1,,,article dans une revue,Rostovtzeff and the economic Behaviour of the Elites (<Vvi>bourgeois </Vvi>and <Vvi>rentiers</Vvi>),"V.D.I.,",,,,,,1994,,,,,,anglais,7
4735,m,ANDREAU,,Jean,Directeur d'études EHESS,1,,,article dans une revue,Quand Trajan faisait un marché,"Ulysse,",,,,,,1994,,,,,,français,3
4736,m,ANDREAU,,Jean,Directeur d'études EHESS,1,,,article dans une revue,Distribution gratuite,Cahiers du Centre de Recherches Historiques,,,,,,1994,,,,,,français,2
4737,m,ANDREAU,,Jean,Directeur d'études EHESS,1,,,article de dictionnaire,Banque et papauté (Antiquité),,Ph. Levillain,,,,Dictionnaire de la Papauté,1994,,,,,,français,2
4738,m,ANDREAU,,Jean,Directeur d'études EHESS,1,,,article dans une revue,Affaires financières à Pouzzoles au Ier siècle ap. J.-C. : les tablettes de Murecine,Revue des Etudes Latines,,,,,,1994,,,,,,français,17
4739,m,ANDREAU,,Jean,Directeur d'études EHESS,3,,P. Briant et R. Descat,direction d'un livre collectif,Les Echanges dans l'Antiquité: le rôle de l'Etat,,,,,,,1994,Saint-Bertrand-de-Comminges,Musée Archéologique Dépatemental,,,,français,
4740,f,MOURADIAN,,Claire,Chargé de recherche CNRS,2,A. Ter Minassian,,article dans des actes de colloque,Permanence de la famille arménienne,,B.Kerblay,Actes du Colloque Evolution des modèles familiaux dans l'Est européen et en U.R.S.S.,,,,1988,Paris,IMSECO,,,,français,
4741,f,MOURADIAN,,Claire,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,The American Apostolic Church,,P.Ramet,Eastern christianity and politics in the 2Oth century,,,,1988,Durham/Londres,Duke University Press,,,,anglais,22
4742,m,COHEN,,Yves,Maître de conférences EHESS,1,,,contribution dans un livre collectif,Quelques réflexions comparatives sur la rationalisation en U.R.S.S. et en Occident avant la 2e Guerre mondiale,,B. Doray et J.-M. Rennes,Carrefours sciences sociales et psychanalyse : le moment moscovite,,,,1995,Paris,L'Harmattan,,,,français,11
4743,m,GUILLOU,,André,Directeur d'études EHESS,1,,,contribution dans un livre collectif,La Cappadocia: elementi specifici e caratteri generici di un'area omogenea,,?,Le aree omogenee della civiltà rupestre nell'ambito dell'Impero bizantino,,,,1981,Galatina,,,,,italien,5
4744,m,ANDREAU,,Jean,Directeur d'études EHESS,1,,,introduction,Présentation du dossier: Vingt ans après L'Economie antique de Moses I. Finley,"Annales. Histoire, Sciences Sociales",,,,,,1995,,,,,,français,14
4745,m,ANDREAU,,Jean,Directeur d'études EHESS,1,,,article dans une revue,La vérité en 36 000 signes,Cahiers du Centre de Recherches Historiques,,,,,,1996,,,,,,français,2
4746,m,ANDREAU,,Jean,Directeur d'études EHESS,1,,,article dans une revue,L'impresa finanziaria romana,Labeo,,,,,,1996,,,,,,italien,9
4747,m,AYMARD,,Maurice,Directeur d'études EHESS,1,,,édition de texte,introduction à la traduction,,,,La guerra e le false notizie. Ricordi (1914-1915) e riflessioni (1921),Marc Bloch,,1994,Rome,Donzelli,,,,italien,
4748,m,AYMARD,,Maurice,Directeur d'études EHESS,1,,,préface,Préface,,,,Fernand Braudel e l'Europa universale,G.Gemelli,,1995,Paris,Odile Jacob,,,,français,
4749,m,AYMARD,,Maurice,Directeur d'études EHESS,5,,"P. Anderson, W. Barberis, P. Bairoch et C. Ginzburg",direction d'un livre collectif,Storia d'Europa,,,,,,,1995,,,,,,italien,
4750,m,AYMARD,,Maurice,Directeur d'études EHESS,1,,,préface,Préface,,,,"Ecrits de Fernand Braudel, t.I: Autour de la Méditerranée",Fernand Braudel,,1996,Paris,Editions de Fallois,,,,français,
4751,m,BASCHET,,Jérôme,Maître de conférences EHESS,1,,,direction d'un livre collectif,"Bases de données iconographiques des Vidéodisques des manuscrits enluminés de la Bibliothèque Vaticane, I. Fonds de la Reine Christine, II. Fonds urbinate, III. Fonds vatican",,,,,,,1994,Bibliothèque vaticane-Ecole Française de Rome-E.H.E.S.S.,,,,,français,
4752,m,BASCHET,,Jérôme,Maître de conférences EHESS,1,,,article de dictionnaire,Article 'Diavolo',,,,,,Enciclopedia dell'arte medievale,1994,,,,,,italien,7
4753,m,BASCHET,,Jérôme,Maître de conférences EHESS,1,,,article dans une revue,"Jugement de l'âme, Jugement dernier : contradiction, complémentarité, chevauchement ?",Revue Mabillon,,,,,,1995,,,,,,français,45
4754,m,GOY,,Joseph,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Normes et pratiques successorales dans la France paysanne des 18e et 19e siècles. Propositions pour une enquête,,"J.Goy, J.P.Wallot",Société rurale dans le France de l'ouest et au Québec (17e-20e siècles),,,,1981,Paris-Montréal,EHESS-Univ. Montréal,,,,français,
4755,m,BASCHET,,Jérôme,Maître de conférences EHESS,1,,,article dans une revue,Les bases de données du groupe de recherches sur les images médiévales,Cahiers du Centre de Recherches Historiques,,,,,,1995,,,,,,français,9
4756,m,BASCHET,,Jérôme,Maître de conférences EHESS,1,,,article de dictionnaire,Article 'Giobbe',,,,,,"Enciclopedia dell'arte medievale,",1995,,,,,,italien,4
4757,m,BASCHET,,Jérôme,Maître de conférences EHESS,1,,,article dans une revue,Inventivité et sérialité des images médiévales. Pour une approche iconographique élargie,"Annales. Histoire, Sciences Sociales,",,,,,,1996,,,,,,français,41
4758,m,BASCHET,,Jérôme,Maître de conférences EHESS,2,J.-Cl. Schmitt,,direction d'un livre collectif,"L'Image. Fonctions et usages des images dans l'occident médiéval, Cahiers du Léopard d'Or",,,,,,,1996,Paris,,,,,français,20
4759,m,BÉAUR,,Gérard,Directeur de recherche CNRS,1,,,livre,L'Immobilier et la Révolution. Marché de la pierre et mutations urbaines 1770-1810,,,,,,,1994,Paris,Armand Colin,,,,français,
4760,m,BÉAUR,,Gérard,Directeur de recherche CNRS,1,,,article dans une revue,L'histoire de l'économie rurale à l'époque moderne ou les désarrois du quantitativisme. Bilan critique,Histoire et Sociétés Rurales,,,,,,1994,,,,,,français,31
4761,m,BÉAUR,,Gérard,Directeur de recherche CNRS,1,,,article dans une revue,Foncier et crédit dans les sociétés préindustrielles : des liens solides ou des chaînes fragiles,"Annales. Histoire, Sciences Sociales",,,,,,1994,,,,,,français,18
4762,m,BÉAUR,,Gérard,Directeur de recherche CNRS,1,,,article dans une revue,Age critique ou âge de raison ? Les dix ans d'<Vvi>Histoire & Mesure</Vvi>,Histoire et Mesure,,,,,,1996,,,,,,français,11
4763,m,BÉAUR,,Gérard,Directeur de recherche CNRS,1,,,introduction,"Introduction au numéro: Prix, production, productivité agricoles",Histoire et Mesure,,,,,,1996,,,,,,français,11
4764,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Der Gelherte,,M. Vovelle,"Der Mensch der Aufklärung,",,,,1997,Francfort/New York,Campus Verlag,,,,allemand,47
4765,m,CHARTIER,,Roger,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Commentaire,,S. Gruzinski et N. Wachtel,"Le Nouveau Monde, Mondes Nouveaux. L'expérience américaine,",,,,1996,Paris,Editions Recherche sur les Civilisations/EHESS,,,,français,3
4766,m,BENOÎT,,Serge,Chargé de recherche CNRS,1,,,article dans une revue,Un voyage métallurgique sous la Révolution: la tournée en Bourgogne de l'élève-ingénieur des Mines Fangueux en l'An IV,Annales des Mines. Réalités industrielles,,,,,,1994,,,,,,français,9
4767,m,BENOÎT,,Serge,Chargé de recherche CNRS,2,G. Emptoz,,article dans une revue,La banque de données MEDOC. Mécanisation de la France XIXe-XXe siècles,Cahiers du Centre de Recherches historiques,,,,,,1995,,,,,,français,19
4768,m,BENOÎT,,Serge,Chargé de recherche CNRS,1,,,article dans une revue,Paysans et proto-industrie en Bourgogne du Nord à l'époque moderne,Histoire et Sociétés Rurales,,,,,,1996,,,,,,français,14
4769,m,BENOÎT,,Serge,Chargé de recherche CNRS,1,,,direction d'un livre collectif,"L'Archéologie industrielle en France: ""Le Patrimoine industriel, pour quoi faire ?"" (numéro hors série)",,,,,,,1996,,,,,,français,
4770,m,BENOÎT,,Serge,Chargé de recherche CNRS,4,,J. Eidelman et G. Gablot et al.,livre,"Parcours culturels à travers la recherche scientifique sur la Montagne Sainte-Geneviève, Promenade historique",,,,,,,1995,Paris,Musée Curie,,,,français,
4771,m,BERGERON,,Louis,Directeur d'études EHESS,1,,,édition de texte,édition,,,,"De l'Industrie française,",Chaptal,,1994,Paris,,,,,français,
4772,m,BERGERON,,Louis,Directeur d'études EHESS,1,,,article dans une revue,Culture de l'entrepreneur et innovation dans l'industrie,"Le Culture della Tecnica,",,,,,,1994,,,,,,français,18
4773,m,BERGERON,,Louis,Directeur d'études EHESS,1,,,article dans une revue,"Arqueologia Industrial, pasado y presente","Revista de Historia Industrial,",,,,,,1995,,,,,,espagnol,27
4774,m,BERGERON,,Louis,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Vent'anni d'esperienza nel ruolo di direttore di ricerca all'Ecole des Hautes Etudes en Sciences Sociales,,M.-T. Maiullari,Ambienti e Tipologie dell'Industrializzazione. Francia e Italia durante otto e novecento,,,,1995,Turin,,,,,italien,4
4775,m,BERGERON,,Louis,Directeur d'études EHESS,2,,G. Dorel-Ferré,livre,Le Patrimoine industriel. Un nouveau territoire,,,,,,,1996,Paris,,,,,français,
4776,m,BERGERON,,Louis,Directeur d'études EHESS,1,,,direction d'un livre collectif,"La Révolution des aiguilles. Habiller les Français et les Américains, 19e-20e siècles",,,,,,,1996,Paris,,,,,français,
4777,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,réédition d'un livre,Identifier sources et citations (2e édition augmentée),,,,,,,1994,Turnhout,Brepols,,,,français,
4778,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,livre,Tuez-les tous Dieu reconnaîtra les siens. Le massacre de Béziers et la croisade des Albigeois vus par Césaire de Heisterbach,,,,,,,1994,Portet-sur-Garonne,Loubatières,,,,français,
4779,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,direction d'un livre collectif,Moines et religieux au Moyen Age,,,,,,,1994,Paris,Seuil (collection Points-Histoire),,,,français,
4780,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,"Le médiéviste, l'ordinateur et le Vatican",L'Histoire,,,,,,1994,,,,,,français,2
4781,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,"A medieval 'Little red riding Hood', 'The little girl spared by the wolwes' in the <Vvi>Fecunda ratis</Vvi> of Egbert of Liège (early 11th Century)",Medieval Folklore,,,,,,1994,,,,,,anglais,28
4782,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,Flodoard et l'épopée des évêques de Reims,L'Histoire,,,,,,1994,,,,,,français,2
4783,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,Le roi d'Aragon à l'assaut du Canigou,L'Histoire,,,,,,1994,,,,,,français,2
4784,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,Eros et la Vierge,L'Histoire,,,,,,1994,,,,,,français,3
4785,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,Les hérétiques du Mont-Aimé,L'Histoire,,,,,,1994,,,,,,français,
4786,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,traduction,traduction de: Le Premier Mythographe du Vatican,,,,,,,1995,Paris,Les belles lettres,Les universités de France,,,français,
4787,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,SOS paysages cisterciens,L'Histoire,,,,,,1995,,,,,,français,2
4788,f,PIPONNIER,,Françoise,Maître assistant EHESS,1,,,contribution dans des Mélanges,"Autour d'un foyer paysan à la fin du Moyen Age, le mobilier archéologique du bâtiment VIII de Dracy",,,Hommage à Geneviève Chevrier et Alain Geslan,,Geneviève Chevrier et Alain Geslan,,1975,Strasbourg,,,,,français,11
4789,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,"Opinel, la fortune d'un couteau savoyard",L'Histoire,,,,,,1995,,,,,,français,2
4790,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,La simbologia del rospo nella cultura medievale. La piu laida delle creature,Storia e dossier,,,,,,1995,,,,,,italien,3
4791,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article de dictionnaire,Article 'Kröte',,,,,,Enzyklopädies des Märchens,1997,Göttingen,,,,,allemand,
4792,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article de dictionnaire,Article 'Robert le Diable',,,,,,Lexikon des Mittelalters,1997,Munich,,,,,allemand,
4793,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,livre,Le Commentaire de documents en histoire médiévale,,,,,,,1996,Paris,Seuil,Point mémo,,,français,
4794,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article dans une revue,Le procès de l'usurier,L'Histoire,,,,,,1996,,,,,,français,2
4795,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,article de dictionnaire,Articles 'Calamités et fléaux',,J. Le Goff et J.-Cl. Schmitt,,,,Dictionnaire raisonné du Moyen Age,1997,,,,,,français,
4796,f,BEUTLER,,Corinne,Chargé de recherche CNRS,2,F. Sigaut,,article dans une revue,Un agronome suédois et l'histoire rurale. Anders Berch (1711-1774) recherche les origines des nations par l'étude de leurs instruments aratoires,Histoire et Sociétés Rurales,,,,,,1994,,,,,,français,10
4797,f,BEUTLER,,Corinne,Chargé de recherche CNRS,1,,,article dans une revue,Constitution d'un corpus informatisé de la littérature agricole imprimée en Europe au XVIe siècle,Nouvelles du Livre Ancien,,,,,,1994,,,,,,français,
4798,f,BEUTLER,,Corinne,Chargé de recherche CNRS,1,,,article dans une revue,Corpus informatisé de la littérature agricole imprimée en Europe au XVIe siècle,Cahiers du Centre de Recherches Historiques,,,,,,1995,,,,,,français,3
4799,m,GOUBERT,,Jean-Pierre,Maître assistant EHESS,1,,,contribution dans un livre collectif,L'hygiène de l'eau dans la France contemporaine d'après les thèses de doctorat dela Faculté de médecine de Paris (1830-1940),,A.Imhof,Mensch und Gesundheit in der Geschichte,,,,1980,Husum,,,,,français,20
4800,f,BEUTLER,,Corinne,Chargé de recherche CNRS,1,,,article dans une revue,Vers une lecture scientifique de la littérature agricole du XVIe siècle,Histoire et Sociétés Rurales,,,,,,1995,,,,,,français,7
4801,f,BEUTLER,,Corinne,Chargé de recherche CNRS,1,,,article dans une revue,Les timons d'attelage,La Lettre de l'AFMA,,,,,,1995,,,,,,français,2
4802,f,BEUTLER,,Corinne,Chargé de recherche CNRS,1,,,article dans une revue,Le timon de la charrue et de l'araire,La Lettre de l'AFMA,,,,,,1996,,,,,,français,4
4803,m,BLANQUIE,,Christophe,membre associé au CRH,1,,,article dans une revue,"La nostalgie de Port-Royal, la tentation janséniste dans la tradition familiale des Saint-Simon",Cahiers Saint-Simon,,,,,,1994,,,,,,français,6
4804,m,BLANQUIE,,Christophe,membre associé au CRH,1,,,article dans une revue,Les restitutions du prince de Conti,Revue historique,,,,,,1994,,,,,,français,27
4805,m,BLANQUIE,,Christophe,membre associé au CRH,1,,,article dans une revue,Les Lettres de Bussy à l'Académie,XVIIe Siècle,,,,,,1995,,,,,,français,3
4806,m,BLANQUIE,,Christophe,membre associé au CRH,1,,,article dans une revue,"Entre courtoisie et révolte, la correspondance de Condé","Histoire, Economie, Société",,,,,,1995,,,,,,français,17
4807,m,BLANQUIE,,Christophe,membre associé au CRH,1,,,article dans une revue,Le Prince de Conti et la conversion des réformés (1660-1666),Bulletin de la Société d'histoire du protestantisme français,,,,,,1995,,,,,,français,6
4808,m,BLANQUIE,,Christophe,membre associé au CRH,1,,,article dans une revue,"Antoine Le Maître, le solitaire avocat",Revue de la société internationale d'histoire de la profession d'avocat,,,,,,1995,,,,,,français,19
4809,m,BLANQUIE,,Christophe,membre associé au CRH,1,,,article dans une revue,Bussy-Rabutin : la cour vue d'exil,Cahiers Saint Simon,,,,,,1996,,,,,,français,9
4810,m,BLANQUIE,,Christophe,membre associé au CRH,1,,,article dans une revue,Saint-Simon et le refus des bulles,Cahiers Saint-Simon,,,,,,1996,,,,,,français,6
4811,f,BONNAIN,DULON,Rolande,Maître de conférences EHESS,1,,,article dans une revue,"D'une pâtisserie traditionnelle, l'usage de l'oublie",Ethnologie française,,,,,,1997,,,,,,français,14
4812,f,BONNAIN,DULON,Rolande,Maître de conférences EHESS,1,,,article dans des actes de colloque,Prélevements en milieu rural et urbain dans les Hautes-Pyrénées (1792-1795),,,"Actes du 115e Congrès des Sociétés Savantes d'Avignon,1990,",,,,1994,,,,,,français,13
4813,f,BONNAIN,DULON,Rolande,Maître de conférences EHESS,1,,,article dans une revue,Le phénomène urbain à la veille de la Révolution dans les Hautes-Pyrénées,Bulletin de la S.A.H.P.,,,,,,1994,,,,,,français,37
4814,f,BONNAIN,DULON,Rolande,Maître de conférences EHESS,1,,,article dans une revue,Etre ou ne pas être Montségurien,Etudes rurales,,,,,,1994,,,,,,français,7
4815,f,BONNAIN,DULON,Rolande,Maître de conférences EHESS,2,,D. Chevallier,article dans une revue,Les habits neufs du patrimoine,Panoramiques,,,,,,1995,,,,,,français,7
4816,f,BONNAIN,DULON,Rolande,Maître de conférences EHESS,1,,,article dans une revue,"La femme, l'amour et le sucre",Papilles,,,,,,1995,,,,,,français,9
4817,f,BONNAIN,DULON,Rolande,Maître de conférences EHESS,1,,,article dans une revue,Le crible aux louis d'or et le canevas. L'histoire familiale comme représentation,Annales de démographie historique,,,,,,1995,,,,,,français,8
4818,f,BONNAIN,DULON,Rolande,Maître de conférences EHESS,1,,,article dans une revue,Le pain des morts,Gräzer Beitrage zur Europaischer Ethnologie,,,,,,1995,,,,,,français,10
4819,f,BONNAIN,DULON,Rolande,Maître de conférences EHESS,1,,,article dans une revue,"Houses, Heirs and non-Heirs in the Adour Valley : Social and Geographic Mobility in the Nineteenth Century",The History of the Family,,,,,,1996,,,,,,anglais,23
4820,m,BOURDELAIS,,Patrice,Directeur d'études EHESS,1,,,article dans une revue,Les banques de données au C.R.H. : présentation,"Cahiers du Centre de Recherches Historiques,",,,,,,1995,,,,,,français,6
4821,m,BOURDELAIS,,Patrice,Directeur d'études EHESS,2,M. Demonet,,article dans une revue,L'industrialisation : l'exemple du Creusot. Essai d'histoire des itinéraires individuels (1836-1881),Cahiers du Centre de Recherches Historiques,,,,,,1995,,,,,,français,5
4822,m,BOURDELAIS,,Patrice,Directeur d'études EHESS,1,,,article dans une revue,Entre combat politique et découvertes médicales : l'iconographie du choléra en France au XIXe siècle,"Circé,",,,,,,1995,,,,,,français,18
4823,m,BOURDELAIS,,Patrice,Directeur d'études EHESS,1,,,article dans une revue,"Vieux, mais à quel âge ?","Questions pour le siècle à venir, BIC",,,,,,1995,,,,,,français,8
4824,m,BOURDELAIS,,Patrice,Directeur d'études EHESS,1,,,article dans une revue,Retraite : le conflit des représentations,Le Débat,,,,,,1996,,,,,,français,
4825,m,BOURDELAIS,,Patrice,Directeur d'études EHESS,1,,,article dans une revue,Le vieillissement de la population française : de quoi parle-t-on ?,La Santé de l'Homme,,,,,,1996,,,,,,français,1
4826,m,BOURDELAIS,,Patrice,Directeur d'études EHESS,2,M. Demonet,,article dans une revue,The evolution of Mortality in an Industrial Town : Le Creusot in the Nineteenth Century,The History of the Family,,,,,,1996,,,,,,anglais,22
4827,m,BOURDELAIS,,Patrice,Directeur d'études EHESS,1,,,article dans une revue,Pour un renouvellement de la Démographie Historique,"Annales de Démographie Historique,",,,,,,1996,,,,,,français,3
4828,m,BOURDELAIS,,Patrice,Directeur d'études EHESS,1,,,article dans une revue,Un seuil évolutif d'âge de la vieillesse : approches comparées France-Suède,Annales de Démographie Historique,,,,,,1996,,,,,,français,13
4829,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,article de dictionnaire,Article 'Ginzburg (Carlo)',,,,,,Dictionnaire des auteurs,1994,,,,,,français,5
4830,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,article de dictionnaire,Article 'Kantorowicz (Ernst)',,,,,,Dictionnaire des auteurs,1994,,,,,,français,5
4831,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,article de dictionnaire,Article 'Le Goff (Jacques)',,,,,,Dictionnaire des auteurs,1994,,,,,,français,5
4832,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,article de dictionnaire,Article 'Papesse Jeanne',,Ph. Levillain,,,,Dictionnaire historique de la papauté,1994,,,,,,français,3
4833,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,article dans une revue,L'historien et le défi de la causalité,Revue des Etudes Slaves,,,,,,1994,,,,,,français,5
4834,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,article de dictionnaire,Article 'Civilisation de l'Occident Médiéval',,,,,,Dictionnaire des oeuvres,1994,,,,,,français,1595
4835,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,article de dictionnaire,Article 'Fromage et les Vers (Le) ',,,,,,Dictionnaire des oeuvres,1994,,,,,,français,1595
4836,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,article de dictionnaire,Article 'Deux Corps du Roi (Les)',,,,,,Dictionnaire des oeuvres,1994,,,,,,français,1595
4837,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,article dans une revue,"Traduire, dit-il (trois lectures-traductions d'Aristote en 1271)",Le Gré des langues,,,,,,1994,,,,,,français,12
4838,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,article dans une revue,La sacralité du corps propre au Moyen Age,"Yale French Studies,",,,,,,1994,,,,,,français,13
4839,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,article dans une revue,"Ecrire sa conversion. Naissance de l'autobiographie spirituelle au Moyen Âge, dans <Vvi>Le Tournant d'une vie</Vvi>",Cahiers de Recherches Interdisciplinaires sur les Textes Modernes,Ph. Lejeune et Cl. Leroy,Le tournant d'une vie,,,,1995,Nanterre,,,,,français,10
4840,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,article dans une revue,Terminator ou le désir d'achever,Nouvelle Revue de Psychanalyse,,,,,,1995,,,,,,français,8
4841,m,GOUBERT,,Jean-Pierre,Maître assistant EHESS,2,G.Arbellot,,contribution dans un livre collectif,De la cartographie historique à l'histoire de l'espace administratif. Les subdélégations françaises à la fin du 18e siècle,,"W.Paravicini, K.F.Werner",Histoire comparée de l'administration (4e-18e siècles),,,,1980,Zürich et Munich,,,,,français,17
4842,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Pierre de Jean Olivi et l'émergence d'une théorie contractuelle de la royauté au XIIIe siècle,,J. Blanchard,"Représentation, pouvoir et royauté à la fin du Moyen âge",,,,1995,Paris,,,,,français,11
4843,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,contribution dans un livre collectif,La compétence inductive. Un modèle d'analyse des représentations rares,,B. Lepetit,Les formes de l'expérience. Une autre histoire sociale,,,,1995,Paris,Albin Michel,,,,français,17
4844,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,livre,Le Droit de cuissage. Histoire de la fabrication d'un mythe (XIIIème-XXème siècles),,,,,,,1995,Paris,"Albin Michel (""L'Evolution de l'humanité"")",,,,français,
4845,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,article dans une revue,Pour une histoire comparée du voeu,Cahiers du Centre de Recherches Historiques,,,,,,1996,,,,,,français,4
4846,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,article dans une revue,Un royal individu,Critique,,,,,,1996,,,,,,français,13
4847,m,BOUREAU,,Alain,Directeur d'études EHESS,1,,,article dans une revue,Endolalies. Angèle de Foligno et la découverte de soi par le scandale,Le Fait de l'analyse,,,,,,1997,,,,,,français,20
4848,f,BOURGUET,,Marie-Noëlle,membre associé au CRH,1,,,contribution dans un livre collectif,El explorador,,M. Vovelle,"El Hombre de la Illustracion,",,,,1995,Madrid,Alianza éditorial,,,,espagnol,54
4849,f,BOURGUET,,Marie-Noëlle,membre associé au CRH,1,,,contribution dans un livre collectif,L'explorateur,,M. Vovelle,L'homme des Lumières,,,,1996,Paris,Seuil,,,,français,62
4850,f,BOURGUET,,Marie-Noëlle,membre associé au CRH,1,,,contribution dans un livre collectif,"Voyage, collecte, collections. Le catalogue de la nature",,D. Lecoq,"Terre à découvrir, terres à parcourir",,,,1996,Paris,Editions de l'Université Paris 7-Denis Diderot,,,,français,124
4851,f,BRABANT,,Eva,Ingénieur d'études CNRS,3,,"E. Falzeder, P. Giampieri-Deutsch",outil pour la recherche,"Sigmund Freud, Sàndor Ferenczi, Correspondance, Tome 1 (1908-1914)",,A. Haynal,,,,,1992,Paris,Calmann-Lévy,,,,allemand,
4852,f,BRABANT,,Eva,Ingénieur d'études CNRS,2,,M. Martin,traduction,traduction de Gésa Csath: En se comblant mutuellement de bonheur,,,,,,,1996,Toulouse,Petite bibliothèque d'Ombres,,,,français,
4853,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,édition de texte,Edition et avant-propos,,,,Marchands du Nord. Espaces et trafics à l'époque moderne,Pierre Jeannin,,1996,Paris,Presses de l'Ecole normale supérieure,,,,français,
4854,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,article dans une revue,L'Industria urbana fine del Medioevo,Lezioni/Strumenti,,,,,,1997,,,,,,italien,
4855,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,article dans une revue,La peine des hommes est-elle objet d'histoire ?,"Médiévales,",,,,,,1996,,,,,,français,4
4856,m,BRUHNS,,Hinnerk,Directeur de recherche CNRS,1,,,article dans une revue,L'introuvable passé allemand,Les Entretiens du Courrier de l'U.N.E.S.C.O.,,,,,,1994,,,,,,français,12
4857,m,BRUHNS,,Hinnerk,Directeur de recherche CNRS,1,,,article dans une revue,Max Weber en France et en Allemagne,Revue Européenne des sciences sociales,,,,,,1995,,,,,,français,15
4858,m,GOUBERT,,Jean-Pierre,Maître assistant EHESS,1,,,contribution dans un livre collectif,The Art of Healing. Learned Medecine and Popular Medecine in the France of 1790,,"R.Forster, O.Ranum",Medecine and society in 18th century France. Selections from Annales ESC,,,,1980,Baltimore,,,,,anglais,
4859,m,GOUBERT,,Jean-Pierre,Maître assistant EHESS,1,,,contribution dans un livre collectif,Histoire sociale et histoire de la médecine,,?,L'histoire des sciences doit-elle intéresser les historiens?,,,,1982,Paris,Société d'histoire des sciences et des techniques,,,,français,10
